  flscon:  version 11.2.0.16 win64 2016  
 FLOW-3D   21:31:35  02/01/2018 akhp     
   hydr3d   version  11.2.0.16 win64                         
 This version is based on Sea Domain version.                                    
    5
   hydr3d   version  11.2.0.16 win64     11/21/2016
   1.6748750E+00  -2.4676876E+00   4.5000000E+00   1.0000000E+00
   2.4676876E+00  -2.4676876E+00   4.5000000E+00   1.0000000E+00
   3.2530625E+00  -2.4676876E+00   4.5000000E+00   1.0000000E+00
   4.0384378E+00  -2.4676876E+00   4.5000000E+00   1.0000000E+00
   4.8238125E+00  -2.4676876E+00   4.5000000E+00   0.0000000E+00
   5.6091871E+00  -2.4676876E+00   4.5000000E+00   8.2105812E+04
   6.3945627E+00  -2.4676876E+00   4.5000000E+00   8.2109148E+04
   7.1799374E+00  -2.4676876E+00   4.5000000E+00   8.2128180E+04
   7.9653125E+00  -2.4676876E+00   4.5000000E+00   8.2157406E+04
   8.7506876E+00  -2.4676876E+00   4.5000000E+00   8.2191812E+04
   9.5360622E+00  -2.4676876E+00   4.5000000E+00   8.2239562E+04
   1.0338911E+01  -2.4676876E+00   4.5000000E+00   8.2308453E+04
  -1.0338911E+01  -1.6748750E+00   4.5000000E+00   9.1736859E+04
  -9.5360622E+00  -1.6748750E+00   4.5000000E+00   9.1698914E+04
  -8.7506876E+00  -1.6748750E+00   4.5000000E+00   9.1660180E+04
  -7.9653125E+00  -1.6748750E+00   4.5000000E+00   9.1627297E+04
  -7.1799374E+00  -1.6748750E+00   4.5000000E+00   9.1608180E+04
  -6.3945627E+00  -1.6748750E+00   4.5000000E+00   9.1618750E+04
  -5.6091871E+00  -1.6748750E+00   4.5000000E+00   0.0000000E+00
  -4.8238125E+00  -1.6748750E+00   4.5000000E+00   1.0000000E+00
  -4.0384378E+00  -1.6748750E+00   4.5000000E+00   1.0000000E+00
  -3.2530625E+00  -1.6748750E+00   4.5000000E+00   1.0000000E+00
  -2.4676876E+00  -1.6748750E+00   4.5000000E+00   1.0000000E+00
  -1.6748750E+00  -1.6748750E+00   4.5000000E+00   1.0000000E+00
  -8.5231251E-01  -1.6748750E+00   4.5000000E+00   1.0000000E+00
   0.0000000E+00  -1.6748750E+00   4.5000000E+00   1.0000000E+00
   8.5231251E-01  -1.6748750E+00   4.5000000E+00   1.0000000E+00
   1.6748750E+00  -1.6748750E+00   4.5000000E+00   1.0000000E+00
   2.4676876E+00  -1.6748750E+00   4.5000000E+00   1.0000000E+00
   3.2530625E+00  -1.6748750E+00   4.5000000E+00   1.0000000E+00
   4.0384378E+00  -1.6748750E+00   4.5000000E+00   1.0000000E+00
   4.8238125E+00  -1.6748750E+00   4.5000000E+00   1.0000000E+00
   5.6091871E+00  -1.6748750E+00   4.5000000E+00   0.0000000E+00
   6.3945627E+00  -1.6748750E+00   4.5000000E+00   8.2009961E+04
   7.1799374E+00  -1.6748750E+00   4.5000000E+00   8.2052219E+04
   7.9653125E+00  -1.6748750E+00   4.5000000E+00   8.2102594E+04
   8.7506876E+00  -1.6748750E+00   4.5000000E+00   8.2150148E+04
   9.5360622E+00  -1.6748750E+00   4.5000000E+00   8.2206875E+04
   1.0338911E+01  -1.6748750E+00   4.5000000E+00   8.2282094E+04
  -1.0338911E+01  -8.5231251E-01   4.5000000E+00   9.1788969E+04
  -9.5360622E+00  -8.5231251E-01   4.5000000E+00   9.1762453E+04
  -8.7506876E+00  -8.5231251E-01   4.5000000E+00   9.1735625E+04
  -7.9653125E+00  -8.5231251E-01   4.5000000E+00   9.1716719E+04
  -7.1799374E+00  -8.5231251E-01   4.5000000E+00   9.1714305E+04
  -6.3945627E+00  -8.5231251E-01   4.5000000E+00   9.1741078E+04
  -5.6091871E+00  -8.5231251E-01   4.5000000E+00   0.0000000E+00
  -4.8238125E+00  -8.5231251E-01   4.5000000E+00   1.0000000E+00
  -4.0384378E+00  -8.5231251E-01   4.5000000E+00   1.0000000E+00
  -3.2530625E+00  -8.5231251E-01   4.5000000E+00   1.0000000E+00
  -2.4676876E+00  -8.5231251E-01   4.5000000E+00   1.0000000E+00
  -1.6748750E+00  -8.5231251E-01   4.5000000E+00   1.0000000E+00
  -8.5231251E-01  -8.5231251E-01   4.5000000E+00   1.0000000E+00
   0.0000000E+00  -8.5231251E-01   4.5000000E+00   1.0000000E+00
   8.5231251E-01  -8.5231251E-01   4.5000000E+00   1.0000000E+00
   1.6748750E+00  -8.5231251E-01   4.5000000E+00   1.0000000E+00
   2.4676876E+00  -8.5231251E-01   4.5000000E+00   1.0000000E+00
   3.2530625E+00  -8.5231251E-01   4.5000000E+00   1.0000000E+00
   4.0384378E+00  -8.5231251E-01   4.5000000E+00   1.0000000E+00
   4.8238125E+00  -8.5231251E-01   4.5000000E+00   1.0000000E+00
   5.6091871E+00  -8.5231251E-01   4.5000000E+00   0.0000000E+00
   6.3945627E+00  -8.5231251E-01   4.5000000E+00   8.1951461E+04
   7.1799374E+00  -8.5231251E-01   4.5000000E+00   8.2009164E+04
   7.9653125E+00  -8.5231251E-01   4.5000000E+00   8.2068641E+04
   8.7506876E+00  -8.5231251E-01   4.5000000E+00   8.2124984E+04
   9.5360622E+00  -8.5231251E-01   4.5000000E+00   8.2188055E+04
   1.0338911E+01  -8.5231251E-01   4.5000000E+00   8.2267648E+04
  -1.0338911E+01   0.0000000E+00   4.5000000E+00   9.1809102E+04
  -9.5360622E+00   0.0000000E+00   4.5000000E+00   9.1784617E+04
  -8.7506876E+00   0.0000000E+00   4.5000000E+00   9.1759727E+04
  -7.9653125E+00   0.0000000E+00   4.5000000E+00   9.1746195E+04
  -7.1799374E+00   0.0000000E+00   4.5000000E+00   9.1755805E+04
  -6.3945627E+00   0.0000000E+00   4.5000000E+00   9.1790586E+04
  -5.6091871E+00   0.0000000E+00   4.5000000E+00   0.0000000E+00
  -4.8238125E+00   0.0000000E+00   4.5000000E+00   1.0000000E+00
  -4.0384378E+00   0.0000000E+00   4.5000000E+00   1.0000000E+00
  -3.2530625E+00   0.0000000E+00   4.5000000E+00   1.0000000E+00
  -2.4676876E+00   0.0000000E+00   4.5000000E+00   1.0000000E+00
  -1.6748750E+00   0.0000000E+00   4.5000000E+00   1.0000000E+00
  -8.5231251E-01   0.0000000E+00   4.5000000E+00   1.0000000E+00
   0.0000000E+00   0.0000000E+00   4.5000000E+00   1.0000000E+00
   8.5231251E-01   0.0000000E+00   4.5000000E+00   1.0000000E+00
   1.6748750E+00   0.0000000E+00   4.5000000E+00   1.0000000E+00
   2.4676876E+00   0.0000000E+00   4.5000000E+00   1.0000000E+00
   3.2530625E+00   0.0000000E+00   4.5000000E+00   1.0000000E+00
   4.0384378E+00   0.0000000E+00   4.5000000E+00   1.0000000E+00
   4.8238125E+00   0.0000000E+00   4.5000000E+00   1.0000000E+00
   5.6091871E+00   0.0000000E+00   4.5000000E+00   0.0000000E+00
   6.3945627E+00   0.0000000E+00   4.5000000E+00   8.1937109E+04
   7.1799374E+00   0.0000000E+00   4.5000000E+00   8.2001016E+04
   7.9653125E+00   0.0000000E+00   4.5000000E+00   8.2062875E+04
   8.7506876E+00   0.0000000E+00   4.5000000E+00   8.2121555E+04
   9.5360622E+00   0.0000000E+00   4.5000000E+00   8.2186445E+04
   1.0338911E+01   0.0000000E+00   4.5000000E+00   8.2267281E+04
  -1.0338911E+01   8.5231251E-01   4.5000000E+00   9.1789891E+04
  -9.5360622E+00   8.5231251E-01   4.5000000E+00   9.1762648E+04
  -8.7506876E+00   8.5231251E-01   4.5000000E+00   9.1738078E+04
  -7.9653125E+00   8.5231251E-01   4.5000000E+00   9.1724148E+04
  -7.1799374E+00   8.5231251E-01   4.5000000E+00   9.1730688E+04
  -6.3945627E+00   8.5231251E-01   4.5000000E+00   9.1767203E+04
  -5.6091871E+00   8.5231251E-01   4.5000000E+00   0.0000000E+00
  -4.8238125E+00   8.5231251E-01   4.5000000E+00   1.0000000E+00
  -4.0384378E+00   8.5231251E-01   4.5000000E+00   1.0000000E+00
  -3.2530625E+00   8.5231251E-01   4.5000000E+00   1.0000000E+00
  -2.4676876E+00   8.5231251E-01   4.5000000E+00   1.0000000E+00
  -1.6748750E+00   8.5231251E-01   4.5000000E+00   1.0000000E+00
  -8.5231251E-01   8.5231251E-01   4.5000000E+00   1.0000000E+00
   0.0000000E+00   8.5231251E-01   4.5000000E+00   1.0000000E+00
   8.5231251E-01   8.5231251E-01   4.5000000E+00   1.0000000E+00
   1.6748750E+00   8.5231251E-01   4.5000000E+00   1.0000000E+00
   2.4676876E+00   8.5231251E-01   4.5000000E+00   1.0000000E+00
   3.2530625E+00   8.5231251E-01   4.5000000E+00   1.0000000E+00
   4.0384378E+00   8.5231251E-01   4.5000000E+00   1.0000000E+00
   4.8238125E+00   8.5231251E-01   4.5000000E+00   1.0000000E+00
   5.6091871E+00   8.5231251E-01   4.5000000E+00   0.0000000E+00
   6.3945627E+00   8.5231251E-01   4.5000000E+00   8.1983547E+04
   7.1799374E+00   8.5231251E-01   4.5000000E+00   8.2033531E+04
   7.9653125E+00   8.5231251E-01   4.5000000E+00   8.2089047E+04
   8.7506876E+00   8.5231251E-01   4.5000000E+00   8.2142422E+04
   9.5360622E+00   8.5231251E-01   4.5000000E+00   8.2203383E+04
   1.0338911E+01   8.5231251E-01   4.5000000E+00   8.2281391E+04
  -1.0338911E+01   1.6748750E+00   4.5000000E+00   9.1743211E+04
  -9.5360622E+00   1.6748750E+00   4.5000000E+00   9.1705773E+04
  -8.7506876E+00   1.6748750E+00   4.5000000E+00   9.1669008E+04
  -7.9653125E+00   1.6748750E+00   4.5000000E+00   9.1641266E+04
  -7.1799374E+00   1.6748750E+00   4.5000000E+00   9.1630461E+04
  -6.3945627E+00   1.6748750E+00   4.5000000E+00   9.1656953E+04
  -5.6091871E+00   1.6748750E+00   4.5000000E+00   0.0000000E+00
  -4.8238125E+00   1.6748750E+00   4.5000000E+00   1.0000000E+00
  -4.0384378E+00   1.6748750E+00   4.5000000E+00   1.0000000E+00
  -3.2530625E+00   1.6748750E+00   4.5000000E+00   1.0000000E+00
  -2.4676876E+00   1.6748750E+00   4.5000000E+00   1.0000000E+00
  -1.6748750E+00   1.6748750E+00   4.5000000E+00   1.0000000E+00
  -8.5231251E-01   1.6748750E+00   4.5000000E+00   1.0000000E+00
   0.0000000E+00   1.6748750E+00   4.5000000E+00   1.0000000E+00
   8.5231251E-01   1.6748750E+00   4.5000000E+00   1.0000000E+00
   1.6748750E+00   1.6748750E+00   4.5000000E+00   1.0000000E+00
   2.4676876E+00   1.6748750E+00   4.5000000E+00   1.0000000E+00
   3.2530625E+00   1.6748750E+00   4.5000000E+00   1.0000000E+00
   4.0384378E+00   1.6748750E+00   4.5000000E+00   1.0000000E+00
   4.8238125E+00   1.6748750E+00   4.5000000E+00   1.0000000E+00
   5.6091871E+00   1.6748750E+00   4.5000000E+00   0.0000000E+00
   6.3945627E+00   1.6748750E+00   4.5000000E+00   8.2068961E+04
   7.1799374E+00   1.6748750E+00   4.5000000E+00   8.2098148E+04
   7.9653125E+00   1.6748750E+00   4.5000000E+00   8.2141773E+04
   8.7506876E+00   1.6748750E+00   4.5000000E+00   8.2184195E+04
   9.5360622E+00   1.6748750E+00   4.5000000E+00   8.2237055E+04
   1.0338911E+01   1.6748750E+00   4.5000000E+00   8.2309211E+04
  -1.0338911E+01   2.4676876E+00   4.5000000E+00   9.1669453E+04
  -9.5360622E+00   2.4676876E+00   4.5000000E+00   9.1614648E+04
  -8.7506876E+00   2.4676876E+00   4.5000000E+00   9.1556180E+04
  -7.9653125E+00   2.4676876E+00   4.5000000E+00   9.1499695E+04
  -7.1799374E+00   2.4676876E+00   4.5000000E+00   9.1448047E+04
  -6.3945627E+00   2.4676876E+00   4.5000000E+00   9.1408477E+04
  -5.6091871E+00   2.4676876E+00   4.5000000E+00   9.1347844E+04
  -4.8238125E+00   2.4676876E+00   4.5000000E+00   0.0000000E+00
  -4.0384378E+00   2.4676876E+00   4.5000000E+00   1.0000000E+00
  -3.2530625E+00   2.4676876E+00   4.5000000E+00   1.0000000E+00
  -2.4676876E+00   2.4676876E+00   4.5000000E+00   1.0000000E+00
  -1.6748750E+00   2.4676876E+00   4.5000000E+00   1.0000000E+00
  -8.5231251E-01   2.4676876E+00   4.5000000E+00   1.0000000E+00
   0.0000000E+00   2.4676876E+00   4.5000000E+00   1.0000000E+00
   8.5231251E-01   2.4676876E+00   4.5000000E+00   1.0000000E+00
   1.6748750E+00   2.4676876E+00   4.5000000E+00   1.0000000E+00
   2.4676876E+00   2.4676876E+00   4.5000000E+00   1.0000000E+00
   3.2530625E+00   2.4676876E+00   4.5000000E+00   1.0000000E+00
   4.0384378E+00   2.4676876E+00   4.5000000E+00   1.0000000E+00
   4.8238125E+00   2.4676876E+00   4.5000000E+00   0.0000000E+00
   5.6091871E+00   2.4676876E+00   4.5000000E+00   8.2193203E+04
   6.3945627E+00   2.4676876E+00   4.5000000E+00   8.2184844E+04
   7.1799374E+00   2.4676876E+00   4.5000000E+00   8.2191953E+04
   7.9653125E+00   2.4676876E+00   4.5000000E+00   8.2212562E+04
   8.7506876E+00   2.4676876E+00   4.5000000E+00   8.2240227E+04
   9.5360622E+00   2.4676876E+00   4.5000000E+00   8.2282734E+04
   1.0338911E+01   2.4676876E+00   4.5000000E+00   8.2347289E+04
  -1.0338911E+01   3.2530625E+00   4.5000000E+00   9.1570375E+04
  -9.5360622E+00   3.2530625E+00   4.5000000E+00   9.1492133E+04
  -8.7506876E+00   3.2530625E+00   4.5000000E+00   9.1403422E+04
  -7.9653125E+00   3.2530625E+00   4.5000000E+00   9.1306977E+04
  -7.1799374E+00   3.2530625E+00   4.5000000E+00   9.1200578E+04
  -6.3945627E+00   3.2530625E+00   4.5000000E+00   9.1076969E+04
  -5.6091871E+00   3.2530625E+00   4.5000000E+00   9.0930242E+04
  -4.8238125E+00   3.2530625E+00   4.5000000E+00   0.0000000E+00
  -4.0384378E+00   3.2530625E+00   4.5000000E+00   1.0000000E+00
  -3.2530625E+00   3.2530625E+00   4.5000000E+00   1.0000000E+00
  -2.4676876E+00   3.2530625E+00   4.5000000E+00   1.0000000E+00
  -1.6748750E+00   3.2530625E+00   4.5000000E+00   1.0000000E+00
  -8.5231251E-01   3.2530625E+00   4.5000000E+00   1.0000000E+00
   0.0000000E+00   3.2530625E+00   4.5000000E+00   1.0000000E+00
   8.5231251E-01   3.2530625E+00   4.5000000E+00   1.0000000E+00
   1.6748750E+00   3.2530625E+00   4.5000000E+00   1.0000000E+00
   2.4676876E+00   3.2530625E+00   4.5000000E+00   1.0000000E+00
   3.2530625E+00   3.2530625E+00   4.5000000E+00   1.0000000E+00
   4.0384378E+00   3.2530625E+00   4.5000000E+00   1.0000000E+00
   4.8238125E+00   3.2530625E+00   4.5000000E+00   0.0000000E+00
   5.6091871E+00   3.2530625E+00   4.5000000E+00   8.2342602E+04
   6.3945627E+00   3.2530625E+00   4.5000000E+00   8.2302414E+04
   7.1799374E+00   3.2530625E+00   4.5000000E+00   8.2293633E+04
   7.9653125E+00   3.2530625E+00   4.5000000E+00   8.2293242E+04
   8.7506876E+00   3.2530625E+00   4.5000000E+00   8.2305805E+04
   9.5360622E+00   3.2530625E+00   4.5000000E+00   8.2337375E+04
   1.0338911E+01   3.2530625E+00   4.5000000E+00   8.2393602E+04
  -1.0338911E+01   4.0384378E+00   4.5000000E+00   9.1451312E+04
  -9.5360622E+00   4.0384378E+00   4.5000000E+00   9.1346195E+04
  -8.7506876E+00   4.0384378E+00   4.5000000E+00   9.1224062E+04
  -7.9653125E+00   4.0384378E+00   4.5000000E+00   9.1084266E+04
  -7.1799374E+00   4.0384378E+00   4.5000000E+00   9.0922906E+04
  -6.3945627E+00   4.0384378E+00   4.5000000E+00   9.0727477E+04
  -5.6091871E+00   4.0384378E+00   4.5000000E+00   9.0493797E+04
  -4.8238125E+00   4.0384378E+00   4.5000000E+00   9.0198867E+04
  -4.0384378E+00   4.0384378E+00   4.5000000E+00   0.0000000E+00
  -3.2530625E+00   4.0384378E+00   4.5000000E+00   1.0000000E+00
  -2.4676876E+00   4.0384378E+00   4.5000000E+00   1.0000000E+00
  -1.6748750E+00   4.0384378E+00   4.5000000E+00   1.0000000E+00
  -8.5231251E-01   4.0384378E+00   4.5000000E+00   1.0000000E+00
   0.0000000E+00   4.0384378E+00   4.5000000E+00   1.0000000E+00
   8.5231251E-01   4.0384378E+00   4.5000000E+00   1.0000000E+00
   1.6748750E+00   4.0384378E+00   4.5000000E+00   1.0000000E+00
   2.4676876E+00   4.0384378E+00   4.5000000E+00   1.0000000E+00
   3.2530625E+00   4.0384378E+00   4.5000000E+00   1.0000000E+00
   4.0384378E+00   4.0384378E+00   4.5000000E+00   0.0000000E+00
   4.8238125E+00   4.0384378E+00   4.5000000E+00   8.2576352E+04
   5.6091871E+00   4.0384378E+00   4.5000000E+00   8.2490102E+04
   6.3945627E+00   4.0384378E+00   4.5000000E+00   8.2430227E+04
   7.1799374E+00   4.0384378E+00   4.5000000E+00   8.2397859E+04
   7.9653125E+00   4.0384378E+00   4.5000000E+00   8.2378070E+04
   8.7506876E+00   4.0384378E+00   4.5000000E+00   8.2376555E+04
   9.5360622E+00   4.0384378E+00   4.5000000E+00   8.2397648E+04
   1.0338911E+01   4.0384378E+00   4.5000000E+00   8.2445797E+04
  -1.0338911E+01   4.8238125E+00   4.5000000E+00   9.1319719E+04
  -9.5360622E+00   4.8238125E+00   4.5000000E+00   9.1187258E+04
  -8.7506876E+00   4.8238125E+00   4.5000000E+00   9.1032703E+04
  -7.9653125E+00   4.8238125E+00   4.5000000E+00   9.0853258E+04
  -7.1799374E+00   4.8238125E+00   4.5000000E+00   9.0645789E+04
  -6.3945627E+00   4.8238125E+00   4.5000000E+00   9.0400445E+04
  -5.6091871E+00   4.8238125E+00   4.5000000E+00   9.0102414E+04
  -4.8238125E+00   4.8238125E+00   4.5000000E+00   8.9756094E+04
  -4.0384378E+00   4.8238125E+00   4.5000000E+00   8.9313531E+04
  -3.2530625E+00   4.8238125E+00   4.5000000E+00   0.0000000E+00
  -2.4676876E+00   4.8238125E+00   4.5000000E+00   0.0000000E+00
  -1.6748750E+00   4.8238125E+00   4.5000000E+00   1.0000000E+00
  -8.5231251E-01   4.8238125E+00   4.5000000E+00   1.0000000E+00
   0.0000000E+00   4.8238125E+00   4.5000000E+00   1.0000000E+00
   8.5231251E-01   4.8238125E+00   4.5000000E+00   1.0000000E+00
   1.6748750E+00   4.8238125E+00   4.5000000E+00   1.0000000E+00
   2.4676876E+00   4.8238125E+00   4.5000000E+00   0.0000000E+00
   3.2530625E+00   4.8238125E+00   4.5000000E+00   0.0000000E+00
   4.0384378E+00   4.8238125E+00   4.5000000E+00   8.2909242E+04
   4.8238125E+00   4.8238125E+00   4.5000000E+00   8.2757391E+04
   5.6091871E+00   4.8238125E+00   4.5000000E+00   8.2632117E+04
   6.3945627E+00   4.8238125E+00   4.5000000E+00   8.2555938E+04
   7.1799374E+00   4.8238125E+00   4.5000000E+00   8.2498797E+04
   7.9653125E+00   4.8238125E+00   4.5000000E+00   8.2462023E+04
   8.7506876E+00   4.8238125E+00   4.5000000E+00   8.2448258E+04
   9.5360622E+00   4.8238125E+00   4.5000000E+00   8.2460195E+04
   1.0338911E+01   4.8238125E+00   4.5000000E+00   8.2501047E+04
  -1.0338911E+01   5.6091871E+00   4.5000000E+00   9.1182383E+04
  -9.5360622E+00   5.6091871E+00   4.5000000E+00   9.1024203E+04
  -8.7506876E+00   5.6091871E+00   4.5000000E+00   9.0840562E+04
  -7.9653125E+00   5.6091871E+00   4.5000000E+00   9.0627734E+04
  -7.1799374E+00   5.6091871E+00   4.5000000E+00   9.0383984E+04
  -6.3945627E+00   5.6091871E+00   4.5000000E+00   9.0102570E+04
  -5.6091871E+00   5.6091871E+00   4.5000000E+00   8.9774492E+04
  -4.8238125E+00   5.6091871E+00   4.5000000E+00   8.9390125E+04
  -4.0384378E+00   5.6091871E+00   4.5000000E+00   8.8944422E+04
  -3.2530625E+00   5.6091871E+00   4.5000000E+00   8.8418781E+04
  -2.4676876E+00   5.6091871E+00   4.5000000E+00   8.7808898E+04
  -1.6748750E+00   5.6091871E+00   4.5000000E+00   0.0000000E+00
  -8.5231251E-01   5.6091871E+00   4.5000000E+00   0.0000000E+00
   0.0000000E+00   5.6091871E+00   4.5000000E+00   0.0000000E+00
   8.5231251E-01   5.6091871E+00   4.5000000E+00   0.0000000E+00
   1.6748750E+00   5.6091871E+00   4.5000000E+00   0.0000000E+00
   2.4676876E+00   5.6091871E+00   4.5000000E+00   8.3808758E+04
   3.2530625E+00   5.6091871E+00   4.5000000E+00   8.3416258E+04
   4.0384378E+00   5.6091871E+00   4.5000000E+00   8.3139281E+04
   4.8238125E+00   5.6091871E+00   4.5000000E+00   8.2927703E+04
   5.6091871E+00   5.6091871E+00   4.5000000E+00   8.2778352E+04
   6.3945627E+00   5.6091871E+00   4.5000000E+00   8.2669828E+04
   7.1799374E+00   5.6091871E+00   4.5000000E+00   8.2591883E+04
   7.9653125E+00   5.6091871E+00   4.5000000E+00   8.2541125E+04
   8.7506876E+00   5.6091871E+00   4.5000000E+00   8.2517438E+04
   9.5360622E+00   5.6091871E+00   4.5000000E+00   8.2521922E+04
   1.0338911E+01   5.6091871E+00   4.5000000E+00   8.2556805E+04
  -1.0338911E+01   6.3945627E+00   4.5000000E+00   9.1044359E+04
  -9.5360622E+00   6.3945627E+00   4.5000000E+00   9.0862961E+04
  -8.7506876E+00   6.3945627E+00   4.5000000E+00   9.0654133E+04
  -7.9653125E+00   6.3945627E+00   4.5000000E+00   9.0414148E+04
  -7.1799374E+00   6.3945627E+00   4.5000000E+00   9.0142070E+04
  -6.3945627E+00   6.3945627E+00   4.5000000E+00   8.9834625E+04
  -5.6091871E+00   6.3945627E+00   4.5000000E+00   8.9486625E+04
  -4.8238125E+00   6.3945627E+00   4.5000000E+00   8.9093492E+04
  -4.0384378E+00   6.3945627E+00   4.5000000E+00   8.8648406E+04
  -3.2530625E+00   6.3945627E+00   4.5000000E+00   8.8144086E+04
  -2.4676876E+00   6.3945627E+00   4.5000000E+00   8.7591430E+04
  -1.6748750E+00   6.3945627E+00   4.5000000E+00   8.6973211E+04
  -8.5231251E-01   6.3945627E+00   4.5000000E+00   8.6309445E+04
   0.0000000E+00   6.3945627E+00   4.5000000E+00   8.5638070E+04
   8.5231251E-01   6.3945627E+00   4.5000000E+00   8.5007547E+04
   1.6748750E+00   6.3945627E+00   4.5000000E+00   8.4458133E+04
   2.4676876E+00   6.3945627E+00   4.5000000E+00   8.4003883E+04
   3.2530625E+00   6.3945627E+00   4.5000000E+00   8.3634469E+04
   4.0384378E+00   6.3945627E+00   4.5000000E+00   8.3330906E+04
   4.8238125E+00   6.3945627E+00   4.5000000E+00   8.3088867E+04
   5.6091871E+00   6.3945627E+00   4.5000000E+00   8.2905461E+04
   6.3945627E+00   6.3945627E+00   4.5000000E+00   8.2770906E+04
   7.1799374E+00   6.3945627E+00   4.5000000E+00   8.2675305E+04
   7.9653125E+00   6.3945627E+00   4.5000000E+00   8.2613008E+04
   8.7506876E+00   6.3945627E+00   4.5000000E+00   8.2581461E+04
   9.5360622E+00   6.3945627E+00   4.5000000E+00   8.2580250E+04
   1.0338911E+01   6.3945627E+00   4.5000000E+00   8.2610523E+04
  -1.0338911E+01   7.1799374E+00   4.5000000E+00   9.0908828E+04
  -9.5360622E+00   7.1799374E+00   4.5000000E+00   9.0706547E+04
  -8.7506876E+00   7.1799374E+00   4.5000000E+00   9.0476242E+04
  -7.9653125E+00   7.1799374E+00   4.5000000E+00   9.0214086E+04
  -7.1799374E+00   7.1799374E+00   4.5000000E+00   8.9919961E+04
  -6.3945627E+00   7.1799374E+00   4.5000000E+00   8.9593281E+04
  -5.6091871E+00   7.1799374E+00   4.5000000E+00   8.9231320E+04
  -4.8238125E+00   7.1799374E+00   4.5000000E+00   8.8832398E+04
  -4.0384378E+00   7.1799374E+00   4.5000000E+00   8.8394008E+04
  -3.2530625E+00   7.1799374E+00   4.5000000E+00   8.7914094E+04
  -2.4676876E+00   7.1799374E+00   4.5000000E+00   8.7395852E+04
  -1.6748750E+00   7.1799374E+00   4.5000000E+00   8.6835758E+04
  -8.5231251E-01   7.1799374E+00   4.5000000E+00   8.6241219E+04
   0.0000000E+00   7.1799374E+00   4.5000000E+00   8.5635141E+04
   8.5231251E-01   7.1799374E+00   4.5000000E+00   8.5065195E+04
   1.6748750E+00   7.1799374E+00   4.5000000E+00   8.4562406E+04
   2.4676876E+00   7.1799374E+00   4.5000000E+00   8.4135945E+04
   3.2530625E+00   7.1799374E+00   4.5000000E+00   8.3772047E+04
   4.0384378E+00   7.1799374E+00   4.5000000E+00   8.3462625E+04
   4.8238125E+00   7.1799374E+00   4.5000000E+00   8.3209875E+04
   5.6091871E+00   7.1799374E+00   4.5000000E+00   8.3010805E+04
   6.3945627E+00   7.1799374E+00   4.5000000E+00   8.2859320E+04
   7.1799374E+00   7.1799374E+00   4.5000000E+00   8.2749781E+04
   7.9653125E+00   7.1799374E+00   4.5000000E+00   8.2677516E+04
   8.7506876E+00   7.1799374E+00   4.5000000E+00   8.2639422E+04
   9.5360622E+00   7.1799374E+00   4.5000000E+00   8.2633648E+04
   1.0338911E+01   7.1799374E+00   4.5000000E+00   8.2660438E+04
  -1.0338911E+01   7.9653125E+00   4.5000000E+00   9.0777359E+04
  -9.5360622E+00   7.9653125E+00   4.5000000E+00   9.0556352E+04
  -8.7506876E+00   7.9653125E+00   4.5000000E+00   9.0307320E+04
  -7.9653125E+00   7.9653125E+00   4.5000000E+00   9.0026727E+04
  -7.1799374E+00   7.9653125E+00   4.5000000E+00   8.9715242E+04
  -6.3945627E+00   7.9653125E+00   4.5000000E+00   8.9373344E+04
  -5.6091871E+00   7.9653125E+00   4.5000000E+00   8.9001055E+04
  -4.8238125E+00   7.9653125E+00   4.5000000E+00   8.8598250E+04
  -4.0384378E+00   7.9653125E+00   4.5000000E+00   8.8165375E+04
  -3.2530625E+00   7.9653125E+00   4.5000000E+00   8.7702109E+04
  -2.4676876E+00   7.9653125E+00   4.5000000E+00   8.7211055E+04
  -1.6748750E+00   7.9653125E+00   4.5000000E+00   8.6693086E+04
  -8.5231251E-01   7.9653125E+00   4.5000000E+00   8.6147195E+04
   0.0000000E+00   7.9653125E+00   4.5000000E+00   8.5591039E+04
   8.5231251E-01   7.9653125E+00   4.5000000E+00   8.5063812E+04
   1.6748750E+00   7.9653125E+00   4.5000000E+00   8.4594812E+04
   2.4676876E+00   7.9653125E+00   4.5000000E+00   8.4191523E+04
   3.2530625E+00   7.9653125E+00   4.5000000E+00   8.3842461E+04
   4.0384378E+00   7.9653125E+00   4.5000000E+00   8.3542398E+04
   4.8238125E+00   7.9653125E+00   4.5000000E+00   8.3291547E+04
   5.6091871E+00   7.9653125E+00   4.5000000E+00   8.3088234E+04
   6.3945627E+00   7.9653125E+00   4.5000000E+00   8.2929445E+04
   7.1799374E+00   7.9653125E+00   4.5000000E+00   8.2812047E+04
   7.9653125E+00   7.9653125E+00   4.5000000E+00   8.2733148E+04
   8.7506876E+00   7.9653125E+00   4.5000000E+00   8.2690031E+04
   9.5360622E+00   7.9653125E+00   4.5000000E+00   8.2680789E+04
   1.0338911E+01   7.9653125E+00   4.5000000E+00   8.2705086E+04
  -1.0338911E+01   8.7506876E+00   4.5000000E+00   9.0650672E+04
  -9.5360622E+00   8.7506876E+00   4.5000000E+00   9.0412398E+04
  -8.7506876E+00   8.7506876E+00   4.5000000E+00   9.0146859E+04
  -7.9653125E+00   8.7506876E+00   4.5000000E+00   8.9850352E+04
  -7.1799374E+00   8.7506876E+00   4.5000000E+00   8.9524414E+04
